Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
Darwin,23.305128205128206,32.60820512820513,4.591794871794872,6.391173416407061,8.513538461538463,40.43704474505723,15.16,20.811088295687885,68.71282051282051,52.0482546201232,1011.8368583162218,1008.3312114989733,4.372307692307692,4.392197125256674,27.26902564102564,31.14661190965092
GoldCoast,17.360954446854663,25.763271939328277,3.3264088397790057,,,42.27821229050279,19.08590308370044,25.782178217821784,65.76739130434783,62.7247007616975,1017.9957746478873,1015.2927410617551,,,22.41982665222102,23.785157096424705
Hobart,9.040990516332982,17.760484720758694,1.6497354497354497,3.638494167550371,6.620678685047721,46.770943796394484,16.15173867228662,20.07586933614331,65.8416050686378,53.40169133192389,1014.5790305584826,1013.0609062170706,4.690938511326861,4.861788617886178,12.36054852320675,16.03751317175975
Katherine,20.63809523809524,34.96837782340862,3.5837067209775966,7.12457264957265,,38.66803278688525,12.091093117408906,15.740365111561866,64.51495726495726,43.48471615720524,1012.6757085020242,1008.3963488843814,2.7851239669421486,3.149090909090909,26.70351966873706,33.58763636363636
Launceston,7.883995815899582,18.814884696016772,2.0838574423480085,5.643243243243243,,36.32309322033898,8.835774058577407,15.482142857142858,79.12460732984293,57.28856243441763,1015.2618150684932,1013.3717465753424,6.378260869565217,5.844,12.028376963350786,17.530010493179432
Melbourne,11.82043301759134,20.85060893098782,2.071757925072046,4.570540540540541,6.527432432432433,45.51634877384196,19.001353179972938,21.794594594594596,67.58863328822733,50.44504748982361,1017.6756427604872,1015.7084010840109,5.252032520325203,5.157983193277311,14.573883626522328,19.420460704607045
MelbourneAirport,9.850459770114941,20.346436781609196,1.4427586206896552,4.490678941311852,6.393908045977011,46.85086705202312,20.24741081703107,22.66896551724138,70.16262975778547,51.65664739884393,1018.2064367816091,1016.3649425287356,5.222988505747127,5.28078250863061,14.001494252873563,18.79816091954023
Mildura,10.757191392978482,24.981087202718005,0.9006795016987542,5.953436018957346,8.51326164874552,36.7105561861521,14.277777777777779,16.486976217440542,64.03972758229285,35.70181405895691,1018.7133938706016,1016.2780294450736,3.2843713278495885,3.833930704898447,15.638208616780044,23.49784824462061
Moree,12.628811524609842,26.81426858513189,1.3160779537149818,7.509281437125749,8.918093699515348,39.72582619339045,18.043742405832322,16.903030303030302,61.292917166866744,34.828537170263786,1018.2690647482015,1014.9202637889688,3.274147727272727,3.834924965893588,18.687410071942445,25.579016786570744
MountGambier,8.638651685393258,20.03752808988764,1.889189189189189,3.4251295336787564,6.6956749672346,42.88255416191562,17.396396396396398,22.41216216216216,75.61894024802706,57.089164785553045,1017.8705286839146,1016.2223847019122,5.410465116279069,5.281902552204176,13.792575928008999,18.380743243243245
MountGinini,3.556944444444444,11.654441913439635,3.290866510538642,,,46.43757575757576,15.747584541062801,15.253623188405797,76.0159151193634,69.6629491945477,,,,,6.7811345646438,10.090651906519065
Newcastle,13.82046332046332,23.98725490196078,2.77747641509434,,,,5.8291457286432165,10.479608482871125,74.10513141426783,58.38048780487805,,,4.250936329588015,4.451298701298701,18.1207240948814,22.000324675324677
Nhil,9.017551963048499,22.448036951501155,0.9449074074074074,,,42.548611111111114,16.792147806004618,20.5635103926097,72.06697459584295,44.505773672055426,1018.6713625866051,1016.4660508083141,,,13.526096997690532,20.91639722863741
NorahHead,15.279532814238042,22.420111111111108,2.998194130925508,,,41.946666666666665,14.068156424581005,20.777901785714285,74.64804469273743,67.15195530726257,1018.5369419642857,1016.3340022296544,,,18.367150837988824,20.629832402234637
NorfolkIsland,16.91891891891892,21.841360691144708,3.2379760609357997,4.6865116279069765,7.090399002493766,43.197136563876654,20.440347071583513,22.055075593952484,70.70021645021644,68.04319654427646,1017.492316017316,1015.7766738660906,4.889258028792913,4.831140350877193,19.861147186147186,20.49136069114471
Nuriootpa,9.302031602708803,21.68808988764045,1.365505617977528,5.038128654970761,7.771343638525565,40.633069082672705,14.041713641488162,18.251977401129942,66.87766554433222,45.1768018018018,1019.0378651685393,1016.8643018018018,4.588028169014085,4.763040238450075,14.806502242152465,20.3437570303712
PearceRAAF,12.11055900621118,26.073880597014927,1.7222079589216943,,8.82180916976456,43.00515463917526,15.899378881987577,20.3270911360799,60.5055900621118,41.66125,1017.6147132169576,1015.121972534332,3.8519195612431445,3.998080614203455,18.784844720496892,24.53183520599251
Penrith,12.42311111111111,24.70596685082873,2.1081632653061226,,,31.605524861878454,6.202672605790646,11.885809312638582,76.28139013452915,49.28268156424581,,,,,16.874666666666666,23.31762749445676
Perth,12.987218045112783,25.091290322580647,1.7428571428571427,5.741612903225806,8.909559613319011,35.07750269106566,10.702470461868957,14.759398496240602,62.095905172413794,47.046336206896555,1017.6829215896886,1015.3740064446831,3.3254564983888293,3.3670613562970937,18.749087003222343,23.493984962406017
PerthAirport,12.688361045130641,25.844418052256533,1.4175771971496436,5.814845605700713,9.000475624256836,43.512106537530265,17.22473246135553,21.073634204275535,58.28384798099763,41.18646080760095,1017.9418549346017,1015.3631828978623,3.267538644470868,3.2520808561236625,18.9312351543943,24.38622327790974
Portland,9.355113636363637,17.80894677236693,2.5215507411630558,3.343921568627451,6.320954907161804,42.22690992018244,16.22108843537415,20.637599093997736,78.9676674364896,66.70568181818182,1017.427562642369,1016.3980703745743,6.311345646437995,6.093406593406593,13.024826789838338,16.31590909090909
Richmond,11.464599774520858,24.45984251968504,2.1897260273972603,5.168379446640316,,34.912260967379076,7.370875995449374,14.858108108108109,76.7605473204105,49.67913832199547,1018.3967194570135,1015.4060810810811,6.297297297297297,5.401069518716578,16.68493771234428,23.11948198198198
Sale,8.567549668874172,20.262403528114664,1.5236464088397792,3.9287197231833915,6.657512953367875,43.27064220183486,14.562293274531422,22.468577728776186,78.97228381374723,56.66703662597114,1017.8569060773481,1015.925110619469,5.344913151364764,5.090112640801001,13.394818081587651,18.777728776185228
SalmonGums,9.266666666666667,24.05954446854664,1.0217627856365614,,,39.78626799557032,16.01872246696035,17.216335540838852,63.44528710725894,41.20824295010846,,,,,16.992091007583966,22.476247288503252
Sydney,14.918032786885245,23.04579918032787,3.4503597122302154,5.3144490644490645,7.177674897119341,41.64809384164223,14.888082901554403,19.18200620475698,68.064681724846,55.040164778578784,1018.2340557275543,1015.9536876288661,4.121980676328502,4.279322853688029,17.87920081967213,21.518788501026695
SydneyAirport,14.977679558011049,23.44386740331492,3.288716814159292,5.282750845546787,7.357713651498336,47.66029246344207,18.636061946902654,25.79447513812155,64.86850828729281,54.138427464008856,1018.213399778516,1015.9318584070796,4.126106194690266,4.195580110497238,18.615911602209945,21.80022099447514
Townsville,20.420927723840347,29.309816612729236,3.852267818574514,7.234295227524973,8.340791100123608,38.74972914409534,14.966522678185745,24.17278617710583,64.53398058252426,57.88996763754045,1015.1392664509169,1011.8898597626753,4.4147727272727275,4.073199527744983,25.615749730312835,27.726645091693634
Tuggeranong,7.099221357063404,20.530367074527252,2.398875140607424,,,34.95637583892618,7.560402684563758,14.539753639417693,72.91071428571429,47.46711259754738,1018.5619843924192,1015.7809364548496,,,12.374441964285714,19.220066889632108
Uluru,14.690625,30.654054054054054,0.6536687631027254,,,41.042194092827,18.031645569620252,17.040084388185655,42.390396659707726,23.35625,1017.1010438413361,1013.3199999999999,5.458333333333333,4.785714285714286,21.26054279749478,29.330416666666668
WaggaWagga,9.621035242290748,23.029074889867843,1.4395555555555555,5.275981524249422,8.26390306122449,36.51441241685144,13.191629955947137,15.91079295154185,67.09151047409041,42.348017621145374,1018.4497797356828,1015.81640969163,3.872791519434629,4.176334106728539,14.960242290748898,21.800550660792954
Walpole,11.911043689320389,20.563526570048307,2.897914110429448,,,39.33821733821734,13.370772946859903,16.949397590361446,76.05128205128206,66.48229548229548,1018.1256626506025,1016.4332530120481,,,16.023012048192772,18.645542168674698
Watsonia,10.215462753950337,20.86117381489842,2.038235294117647,4.683747178329571,6.315237020316027,38.709750566893426,10.265237020316027,15.476297968397292,77.85050962627406,55.021444695259596,1017.6173814898419,1015.8134311512415,5.182844243792325,5.334085778781039,13.802718006795017,19.274604966139954
Williamtown,12.741440217391306,24.096059782608698,3.5099853157121883,7.431643002028398,7.2493188010899186,41.73571428571429,16.48431105047749,22.536784741144412,70.99184782608695,52.91576086956522,1018.3945578231293,1015.849931972789,4.541666666666667,4.30976430976431,18.151017639077338,22.61492537313433
Witchcliffe,10.500786516853934,21.70078563411897,2.7525539160045405,,,39.9111361079865,13.826038159371492,19.077354260089685,71.11029411764706,57.591911764705884,1018.6985849056604,1016.8772405660378,,,16.508744394618834,19.8609865470852
Wollongong,15.22449438202247,21.641769316909294,3.747165532879819,,,45.85601799775028,16.72686230248307,22.08813559322034,68.50056369785794,66.03611738148985,1017.8408163265306,1015.7804494382023,6.1291866028708135,5.807407407407408,18.422322435174745,20.07200902934537
Woomera,13.438782051282052,26.695944503735323,0.39871931696905016,10.350698856416772,9.191289782244557,44.30280172413793,20.37005347593583,20.621794871794872,52.94206008583691,28.244612068965516,1018.6354769560558,1015.9068669527896,2.453646477132262,2.769230769230769,17.999786324786324,25.3107905982906
